,word,frequency,length
1358,agresión,8,8
1359,apoyar,8,6
1360,gracias,8,7
1361,motivo,8,6
1362,aprovechar,8,10
1363,informar,8,8
1364,frontera,8,8
1365,presta,8,6
1366,siete,8,5
1367,miembro,8,7
1368,independientes,7,14
1369,deseo,7,5
1370,llegado,7,7
1371,despliegue,7,10
1372,útil,7,4
1373,edad,7,4
1374,nuestros,7,8
1375,distribución,7,12
1376,junto,7,5
1377,multilaterales,7,14
1378,cualesquiera,7,12
1379,diálogo,7,7
1380,cesación,7,8
1381,volumen,7,7
1382,televisión,7,10
1383,grandes,7,7
1384,desempeñar,7,10
1385,inmediato,7,9
1386,presentes,7,9
1387,pudieran,7,8
1388,telecomunicaciones,7,18
1389,permitir,7,8
1390,hora,7,4
1391,intervención,7,12
1392,causa,7,5
1393,contiene,7,8
1394,documentación,7,13
1395,daños,7,5
1396,términos,7,8
1397,primero,7,7
1398,determinados,7,12
1399,consignación,7,12
1400,actividad,7,9
1401,desarrollados,7,13
1402,técnicos,7,8
1403,víctima,7,7
1404,decreto,7,7
1405,completa,7,8
1406,formular,7,8
1407,ciudadanos,7,10
1408,administrador,7,13
1409,veces,7,5
1410,dirigentes,7,10
1411,seguir,7,6
1412,activamente,7,11
1413,integrado,7,9
1414,eficaces,7,8
1415,granadinas,7,10
1416,realizan,7,8
1417,debates,7,7
1418,vicente,7,7
1419,saint,7,5
1420,considerable,7,12
1421,establece,7,9
1422,local,7,5
1423,kitts,7,5
1424,hecha,7,5
1425,diversidad,7,10
1426,basado,7,6
1427,liberación,7,10
1428,tendrá,7,6
1429,nevis,7,5
1430,duradera,7,8
1431,magistrados,7,11
1432,dominica,7,8
1433,montenegro,7,10
1434,unas,7,4
1435,métodos,7,7
1436,serán,7,5
1437,esencial,7,8
1438,crisis,7,6
1439,tuvo,7,4
1440,reconciliación,7,14
1441,tayikistán,7,10
1442,venta,7,5
1443,desea,7,5
1444,ésta,7,4
1445,acontecimientos,7,15
1446,sequía,7,6
1447,formuladas,7,10
1448,presentada,7,10
1449,sigue,7,5
1450,fiduciario,7,10
1451,vanuatu,7,7
1452,expresar,7,8
1453,association,7,11
1454,paso,7,4
1455,coordinar,7,9
1456,técnicas,7,8
1457,pagos,7,5
1458,firma,7,5
1459,fuente,7,6
1460,desastres,7,9
1461,natural,7,7
1462,organizar,7,9
1463,encargados,7,10
1464,ajuste,7,6
1465,hincapié,7,8
1466,solicitantes,7,12
1467,partir,7,6
1468,prácticos,7,9
1469,monedas,7,7
1470,pacíficos,7,9
1471,modo,7,4
1472,netas,7,5
1473,jerusalén,7,9
1474,existen,7,7
1475,iv,7,2
1476,preparativos,7,12
1477,señor,7,5
1478,presidencia,7,11
1479,manual,7,6
1480,celebró,7,7
1481,igual,7,5
1482,escolar,7,7
1483,inicial,7,7
1484,voluntad,7,8
1485,básico,7,6
1486,haciendo,7,8
1487,prevé,7,5
1488,eslovenia,7,9
1489,privada,7,7
1490,riesgos,7,7
1491,podía,7,5
1492,anteriormente,7,13
1493,formularon,7,10
1494,igualmente,7,10
1495,europeo,7,7
1496,tenían,7,6
1497,adelante,7,8
1498,privatización,7,13
1499,solicitado,7,10
1500,consumo,7,7
1501,estima,7,6
1502,participantes,7,13
1503,interesados,7,11
1504,desplazadas,7,11
1505,pesca,7,5
1506,siguen,7,6
1507,tan,7,3
1508,recomendar,7,10
1509,beneplácito,7,11
1510,departamentos,7,13
1511,comoras,7,7
1512,decide,7,6
1513,considerarse,7,12
1514,establecidos,7,12
1515,palestinos,7,10
1516,aprobar,7,7
1517,evitar,7,6
1518,pág,7,3
1519,obras,7,5
1520,extrapresupuestarios,7,20
1521,externa,7,7
1522,petición,7,8
1523,xv,7,2
1524,finales,7,7
1525,numerosos,7,9
1526,razones,7,7
1527,recomienda,6,10
1528,agrícolas,6,9
1529,habitantes,6,10
1530,apropiados,6,10
1531,independiente,6,13
1532,aproximadamente,6,15
1533,modelo,6,6
1534,deber,6,5
1535,prerrogativas,6,13
1536,judiciales,6,10
1537,asignación,6,10
1538,transmitir,6,10
1539,jurídicos,6,9
1540,reforzar,6,8
1541,jurídicas,6,9
1542,realidad,6,8
1543,semanas,6,7
1544,duración,6,8
1545,amenaza,6,7
1546,pago,6,4
1547,abierto,6,7
1548,responsable,6,11
1549,viaje,6,5
1550,procesos,6,8
1551,destinados,6,10
1552,imparcialidad,6,13
1553,disminución,6,11
1554,in,6,2
1555,vol,6,3
1556,recurso,6,7
1557,repercusiones,6,13
1558,research,6,8
1559,estructuras,6,11
1560,espera,6,6
1561,creciente,6,9
1562,comenzar,6,8
1563,impuestas,6,9
1564,subregionales,6,13
1565,comprende,6,9
1566,planos,6,6
1567,nutrición,6,9
1568,territorial,6,11
1569,realizada,6,9
1570,expresión,6,9
1571,tengo,6,5
1572,equilibrio,6,10
1573,conocimientos,6,13
1574,university,6,10
1575,consignaciones,6,14
1576,perspectivas,6,12
1577,corriente,6,9
1578,presenta,6,8
1579,escolares,6,9
1580,llevar,6,6
1581,francés,6,7
1582,instrucción,6,11
1583,décima,6,6
1584,administrativas,6,15
1585,garantías,6,9
1586,privadas,6,8
1587,tratos,6,6
1588,actas,6,5
1589,resumen,6,7
1590,considerar,6,10
1591,expresó,6,7
1592,diferentes,6,10
1593,iraquí,6,6
1594,responsables,6,12
1595,partida,6,7
1596,mencionados,6,11
1597,litoral,6,7
1598,propuesto,6,9
1599,preciso,6,7
1600,elección,6,8
1601,apropiadas,6,10
1602,mes,6,3
1603,multilateral,6,12
1604,acusado,6,7
1605,celebrado,6,9
1606,sustantivas,6,11
1607,cerd,6,4
1608,religión,6,8
1609,subprograma,6,11
1610,refleja,6,7
1611,recientemente,6,13
1612,cicr,6,4
1613,crédito,6,7
1614,marcha,6,6
1615,facultativo,6,11
1616,cruz,6,4
1617,prestado,6,8
1618,familiares,6,10
1619,infantil,6,8
1620,salomón,6,7
1621,dé,6,2
1622,superiores,6,10
1623,indicó,6,6
1624,recientes,6,9
1625,existe,6,6
1626,idiomas,6,7
1627,interesadas,6,11
1628,básica,6,6
1629,declaró,6,7
1630,aéreo,6,5
1631,desplazados,6,11
1632,públicos,6,8
1633,zaire,6,5
1634,national,6,8
1635,computadoras,6,12
1636,orgánico,6,8
1637,petróleo,6,8
1638,particulares,6,12
1639,colectiva,6,9
1640,armadas,6,7
1641,afirma,6,6
1642,ocupados,6,8
1643,vigilar,6,7
1644,juez,6,4
1645,oferta,6,6
1646,trabajadores,6,12
1647,entrada,6,7
1648,transparencia,6,13
1649,pruebas,6,7
1650,radio,6,5
1651,tránsito,6,8
1652,hubieran,6,8
1653,posibilidades,6,13
1654,faja,6,4
1655,índole,6,6
1656,unesco,6,6
1657,cometido,6,8
1658,boutros,6,7
1659,cerca,6,5
1660,rehabilitación,6,14
1661,tenía,6,5
1662,criterio,6,8
1663,satisfacer,6,10
1664,opciones,6,8
1665,utilizando,6,10
1666,eritrea,6,7
1667,anual,6,5
1668,publicado,6,9
1669,anteriores,6,10
1670,pro,6,3
1671,subrayó,6,7
1672,viajes,6,6
1673,potencias,6,9
1674,razonable,6,9
1675,parece,6,6
1676,diplomacia,6,10
1677,búsqueda,6,8
1678,pensiones,6,9
1679,supervisaba,6,11
1680,vicepresidente,6,14
1681,brutas,6,6
1682,adecuado,6,8
1683,diferencias,6,11
1684,estuvieron,6,10
1685,aumentado,6,9
1686,proteger,6,8
1687,toneladas,6,9
1688,arreglos,6,8
1689,siempre,6,7
1690,anuales,6,7
1691,climate,6,7
1692,superior,6,8
1693,potencial,6,9
1694,ejecutar,6,8
1695,actuar,6,6
1696,proliferación,6,13
1697,expansión,6,9
1698,estatales,6,9
1699,hicieron,6,8
1700,positivo,6,8
1701,sentar,6,6
1702,contacto,6,8
1703,príncipe,6,8
1704,ocurridos,6,9
1705,onudi,6,5
1706,sexto,6,5
1707,cultural,6,8
1708,ampliación,6,10
1709,reserva,6,7
1710,intergubernamental,6,18
1711,entidad,6,7
1712,menor,6,5
1713,materiales,6,10
1714,buena,6,5
1715,alivio,6,6
1716,penas,6,5
1717,reafirma,6,8
1718,turismo,6,7
1719,estudiar,6,8
1720,humano,6,6
1721,aplicando,5,9
1722,tradicionales,5,13
1723,interno,5,7
1724,real,5,4
1725,nuestras,5,8
1726,archivos,5,8
1727,creados,5,7
1728,ofrecen,5,7
1729,unidades,5,8
1730,explotación,5,11
1731,transmite,5,9
1732,realiza,5,7
1733,legalidad,5,9
1734,azerbaiyana,5,11
1735,sustantivos,5,11
1736,penales,5,7
1737,israelíes,5,9
1738,supra,5,5
1739,presupuestos,5,12
1740,revisada,5,8
1741,materias,5,8
1742,parcial,5,7
1743,demora,5,6
1744,fe,5,2
1745,vidas,5,5
1746,éstas,5,5
1747,contratación,5,12
1748,visto,5,5
1749,acelerar,5,8
1750,administradora,5,14
1751,aguas,5,5
1752,limitada,5,8
1753,salvo,5,5
1754,prensa,5,6
1755,reconstrucción,5,14
1756,actitud,5,7
1757,científicos,5,11
1758,mundiales,5,9
1759,humanitario,5,11
1760,cree,5,4
1761,terrorismo,5,10
1762,orientación,5,11
1763,fiscal,5,6
1764,cuyas,5,5
1765,janeiro,5,7
1766,marino,5,6
1767,aceptación,5,10
1768,tierras,5,7
1769,subraya,5,7
1770,promesas,5,8
1771,escrito,5,7
1772,plano,5,5
1773,considerado,5,11
1774,generalizado,5,12
1775,seguido,5,7
1776,futura,5,6
1777,mercados,5,8
1778,musulmanes,5,10
1779,contratista,5,11
1780,representa,5,10
1781,conducta,5,8
1782,prestaciones,5,12
1783,administradoras,5,15
1784,exterior,5,8
1785,costos,5,6
1786,decidir,5,7
1787,hará,5,4
1788,apartado,5,8
1789,contenidas,5,10
1790,propia,5,6
1791,entendimiento,5,13
1792,entrar,5,6
1793,buscar,5,6
1794,atómica,5,7
1795,jericó,5,6
1796,observó,5,7
1797,claro,5,5
1798,estupefacientes,5,15
1799,conocimiento,5,12
1800,ocupación,5,9
1801,proceda,5,7
1802,basados,5,7
1803,incursiones,5,11
1804,individuos,5,10
1805,distintas,5,9
1806,autónomos,5,9
1807,instrucciones,5,13
1808,roja,5,4
1809,expresado,5,9
1810,enfrenta,5,8
1811,clasificación,5,13
1812,hoy,5,3
1813,establecidas,5,12
1814,registro,5,8
1815,van,5,3
1816,asignar,5,7
1817,mar,5,3
1818,trabajar,5,8
1819,nación,5,6
1820,periódicos,5,10
1821,legal,5,5
1822,tropas,5,6
1823,obligados,5,9
1824,recurrir,5,8
1825,congreso,5,8
1826,estamos,5,7
1827,reconocer,5,9
1828,abrir,5,5
1829,continua,5,8
1830,nombramiento,5,12
1831,ámbito,5,6
1832,comenzado,5,9
1833,osp,5,3
1834,da,5,2
1835,vehículos,5,9
1836,etapa,5,5
1837,indemnización,5,13
1838,ofrecimiento,5,12
1839,descritas,5,9
1840,adoptó,5,6
1841,referirse,5,9
1842,onusom,5,6
1843,justa,5,5
1844,ampliar,5,7
1845,encaminada,5,10
1846,familiar,5,8
1847,denuncias,5,9
1848,afectan,5,7
1849,me,5,2
1850,tendrán,5,7
1851,democrático,5,11
1852,council,5,7
1853,racismo,5,7
1854,ilícitos,5,8
1855,ratificación,5,12
1856,examine,5,7
1857,estaban,5,7
1858,firme,5,5
1859,concretamente,5,13
1860,trato,5,5
1861,ella,5,4
1862,vuelos,5,6
1863,humana,5,6
1864,muchas,5,6
1865,reconoce,5,8
1866,intervenir,5,10
1867,preocupaciones,5,14
1868,autorizar,5,9
1869,vírgenes,5,8
1870,oficioso,5,8
1871,altos,5,5
1872,garantiza,5,9
1873,establecida,5,11
1874,abogados,5,8
1875,proporción,5,10
1876,poderes,5,7
1877,adjunta,5,7
1878,destinadas,5,10
1879,remuneración,5,12
1880,movilizar,5,9
1881,conciliación,5,12
1882,pacífica,5,8
1883,compra,5,6
1884,contar,5,6
1885,prevén,5,6
1886,pour,5,4
1887,poco,5,4
1888,debía,5,5
1889,directamente,5,12
1890,antiguos,5,8
1891,caja,5,4
1892,marismas,5,8
1893,seguía,5,6
1894,acto,5,4
1895,demostrado,5,10
1896,proceder,5,8
1897,conjuntamente,5,13
1898,ocupado,5,7
1899,prioritarias,5,12
1900,efectiva,5,8
1901,absoluto,5,8
1902,altura,5,6
1903,frecuencia,5,10
1904,restricciones,5,13
1905,law,5,3
1906,construcción,5,12
1907,preventiva,5,10
1908,rurales,5,7
1909,adecuada,5,8
1910,equitativa,5,10
1911,centroamericanos,5,16
1912,conjunta,5,8
1913,pese,5,4
1914,formar,5,6
1915,propio,5,6
1916,únicamente,5,10
1917,ministerios,5,11
1918,recomendado,5,11
1919,experiencias,5,12
1920,asociaciones,5,12
1921,utilizados,5,10
1922,prisión,5,7
1923,prevista,5,8
1924,puerto,5,6
1925,suma,5,4
1926,climático,5,9
1927,fundación,5,9
1928,presupuestarias,5,15
1929,cairo,5,5
1930,supremo,5,7
1931,orador,5,6
1932,concreto,5,8
1933,comparación,5,11
1934,exige,5,5
1935,biológica,5,9
1936,obtener,5,7
1937,informaciones,5,13
1938,vinculaciones,5,13
1939,va,5,2
1940,atribuciones,5,12
1941,celebra,5,7
1942,abordar,5,7
1943,invitó,5,6
1944,logrado,5,7
1945,clima,5,5
1946,jueces,5,6
1947,represión,5,9
1948,ejército,5,8
1949,camino,5,6
1950,especies,5,8
1951,reconocido,5,10
1952,totalidad,5,9
1953,extraordinario,5,14
1954,voluntaria,5,10
1955,fuerte,5,6
1956,autorización,5,12
1957,cepa,5,4
1958,página,5,6
1959,adecuadas,5,9
1960,subsidiarios,5,12
1961,sería,5,5
1962,latinoamericano,5,15
1963,parlamento,5,10
1964,tomar,5,5
1965,transmitía,5,10
1966,vecinos,5,7
1967,injerencia,5,10
1968,talleres,5,8
1969,consonancia,5,11
1970,voluntarios,5,11
1971,útiles,5,6
1972,pib,5,3
1973,aceptar,5,7
1974,disfrute,5,8
1975,visitó,5,6
1976,contribuyeron,4,13
1977,elevada,4,7
1978,aprovechamiento,4,15
1979,becas,4,5
1980,hacerse,4,7
1981,consultivo,4,10
1982,nacimiento,4,10
1983,corresponde,4,11
1984,conducto,4,8
1985,viabilidad,4,10
1986,repatriados,4,11
1987,profundamente,4,13
1988,presupuestarios,4,15
1989,consumidores,4,12
1990,iniciativas,4,11
1991,convocar,4,8
1992,precios,4,7
1993,cercano,4,7
1994,economic,4,8
1995,contrato,4,8
1996,intensificación,4,15
1997,factor,4,6
1998,estableció,4,10
1999,ejemplos,4,8
2000,previa,4,6
2001,notificación,4,12
2002,adquirido,4,9
2003,adición,4,7
2004,destino,4,7
2005,pedido,4,6
2006,obstáculo,4,9
2007,apropiado,4,9
2008,metas,4,5
2009,beneficios,4,10
2010,fenómenos,4,9
2011,lleve,4,5
2012,soluciones,4,10
2013,hijo,4,4
2014,bulletin,4,8
2015,comunicado,4,10
2016,dada,4,4
2017,dijo,4,4
2018,et,4,2
2019,ejecutiva,4,9
2020,elaborado,4,9
2021,indispensable,4,13
2022,excepciones,4,11
2023,utilizado,4,9
2024,noticias,4,8
2025,viviendas,4,9
2026,comentarios,4,11
2027,degradación,4,11
2028,estatal,4,7
2029,empresa,4,7
2030,ocasiones,4,9
2031,art,4,3
2032,científicas,4,11
2033,assessment,4,10
2034,diversificación,4,15
2035,infraestructuras,4,16
2036,dominicana,4,10
2037,proporciona,4,11
2038,aun,4,3
2039,pregunta,4,8
2040,poseedores,4,10
2041,destacar,4,8
2042,describen,4,9
2043,equipos,4,7
2044,cuyos,4,5
2045,reconocidos,4,11
2046,dichas,4,6
2047,sufrimiento,4,11
2048,voluntario,4,10
2049,viii,4,4
2050,aquellos,4,8
2051,comercialización,4,16
2052,hemos,4,5
2053,crítica,4,7
2054,contaminación,4,13
2055,aristide,4,8
2056,señalando,4,9
2057,casi,4,4
2058,instó,4,5
2059,utilicen,4,8
2060,introducción,4,12
2061,vih,4,3
2062,elevado,4,7
2063,fase,4,4
2064,continuará,4,10
2065,comportamiento,4,14
2066,semana,4,6
2067,obtenidos,4,9
2068,demuestran,4,10
2069,reparación,4,10
2070,trate,4,5
2071,preparado,4,9
2072,sida,4,4
2073,presentará,4,10
2074,aparte,4,6
2075,pedir,4,5
2076,elegido,4,7
2077,respuestas,4,10
2078,límites,4,7
2079,intentos,4,8
2080,esté,4,4
2081,visitas,4,7
2082,plataforma,4,10
2083,rápidamente,4,11
2084,preparatorias,4,13
2085,agentes,4,7
2086,asumido,4,7
2087,implica,4,7
2088,modificaciones,4,14
2089,creo,4,4
2090,ambientales,4,11
2091,monto,4,5
2092,provincia,4,9
2093,tuviera,4,7
2094,n,4,1
2095,transferencias,4,14
2096,incremento,4,10
2097,aprobados,4,9
2098,desempeño,4,9
2099,propósitos,4,10
2100,reembolso,4,9
2101,sensibilización,4,15
2102,centrales,4,9
2103,movilización,4,12
2104,presentaron,4,11
2105,consultores,4,11
2106,conocer,4,7
2107,historia,4,8
2108,técnico,4,7
2109,ciclón,4,6
2110,legítimas,4,9
2111,determinadas,4,12
2112,oralmente,4,9
2113,exhortó,4,7
2114,siguieran,4,9
2115,vigentes,4,8
2116,discriminaciones,4,16
2117,agradecimiento,4,14
2118,destinado,4,9
2119,mencionada,4,10
2120,revisadas,4,9
2121,sumamente,4,9
2122,llegar,4,6
2123,aprobada,4,8
2124,raza,4,4
2125,sufragar,4,8
2126,puntos,4,6
2127,supervisar,4,10
2128,demanda,4,7
2129,incluirán,4,9
2130,sociedades,4,10
2131,único,4,5
2132,excesiva,4,8
2133,subregional,4,11
2134,escuela,4,7
2135,secundaria,4,10
2136,realice,4,7
2137,aprobara,4,8
2138,tampoco,4,7
2139,adquisición,4,11
2140,menores,4,7
2141,estén,4,5
2142,potencia,4,8
2143,adopten,4,7
2144,repercusión,4,11
2145,iglesias,4,8
2146,resultantes,4,11
2147,indican,4,7
2148,redistribución,4,14
2149,negativo,4,8
2150,dinámica,4,8
2151,fnuap,4,5
2152,suya,4,4
2153,world,4,5
2154,retorno,4,7
2155,des,4,3
2156,armonización,4,12
2157,declarado,4,9
2158,colonialismo,4,12
2159,ayudará,4,7
2160,ciudadano,4,9
2161,empeño,4,6
2162,vital,4,5
2163,clase,4,5
2164,internas,4,8
2165,envío,4,5
2166,bangkok,4,7
2167,descripción,4,11
2168,enjuiciamiento,4,14
2169,consolidar,4,10
2170,hubiera,4,7
2171,continúen,4,9
2172,ver,4,3
2173,europeas,4,8
2174,adherirse,4,9
2175,agrado,4,6
2176,industriales,4,12
2177,inflación,4,9
2178,autorizados,4,11
2179,enfoques,4,8
2180,humanidad,4,9
2181,s,4,1
2182,proponer,4,8
2183,profesionales,4,13
2184,tomadas,4,7
2185,considere,4,9
2186,detención,4,9
2187,químicas,4,8
2188,objeciones,4,10
2189,quincuagésimo,4,13
2190,actualidad,4,10
2191,abstenciones,4,12
2192,embajador,4,9
2193,universidades,4,13
2194,solidaridad,4,11
2195,suficiente,4,10
2196,patrocinadores,4,14
2197,sugerencias,4,11
2198,estuvo,4,6
2199,calendario,4,10
2200,fiduciaria,4,10
2201,ayudar,4,6
2202,destinada,4,9
2203,asignados,4,9
2204,desempleo,4,9
2205,católicas,4,9
2206,dimensiones,4,11
2207,mandatos,4,8
2208,futuras,4,7
2209,gubernamental,4,13
2210,definición,4,10
2211,iniciar,4,7
2212,encaminadas,4,11
2213,oci,4,3
2214,adecuados,4,9
2215,ciertos,4,7
2216,sustancias,4,10
2217,ordinario,4,9
2218,auditoría,4,9
2219,alguno,4,6
2220,éste,4,4
2221,nunca,4,5
2222,requiere,4,8
2223,cartas,4,6
2224,quedado,4,7
2225,español,4,7
2226,llamamientos,4,12
2227,contingentes,4,12
2228,sexo,4,4
2229,reformas,4,8
2230,dio,4,3
2231,acciones,4,8
2232,lograrse,4,8
2233,alrededor,4,9
2234,históricas,4,10
2235,correspondencia,4,15
2236,monetario,4,9
2237,positiva,4,8
2238,habiendo,4,8
2239,basada,4,6
2240,manifestó,4,9
2241,educativo,4,9
2242,tardar,4,6
2243,examinara,4,9
2244,pequeño,4,7
2245,espacial,4,8
2246,urgentes,4,8
2247,campo,4,5
2248,septentrional,4,13
2249,society,4,7
2250,oficialmente,4,12
2251,creó,4,4
2252,recibió,4,7
2253,transnacionales,4,15
2254,nueve,4,5
2255,llevan,4,6
2256,comienzo,4,8
2257,tecnológica,4,11
2258,conexos,4,7
2259,cifra,4,5
2260,legales,4,7
2261,sueldos,4,7
2262,evidente,4,8
2263,fao,4,3
2264,anfitrión,4,9
2265,llevado,4,7
2266,bosques,4,7
2267,asesor,4,6
2268,ofrecer,4,7
2269,amigos,4,6
2270,conexas,4,7
2271,foundation,4,10
2272,máxima,4,6
2273,prórroga,4,8
2274,personales,4,10
2275,mayores,4,7
2276,desmovilización,4,15
2277,adultos,4,7
2278,primaria,4,8
2279,colegio,4,7
2280,mesa,4,4
2281,usos,4,4
2282,daño,4,4
2283,asistieron,4,10
2284,universalmente,4,14
2285,celebrará,4,9
2286,peligros,4,8
2287,carga,4,5
2288,suficientes,4,11
2289,terrestres,4,10
2290,adopte,4,6
2291,puso,4,4
2292,tolerancia,4,10
2293,recuerda,4,8
2294,patrimonio,4,10
2295,incendios,4,9
2296,velar,4,5
2297,expresadas,4,10
2298,humanas,4,7
2299,desarrollar,4,11
2300,xxi,4,3
2301,ocho,4,4
2302,habitante,4,9
2303,ad,4,2
2304,hoc,4,3
2305,anexos,4,6
2306,gas,4,3
2307,reitera,4,7
2308,representadas,4,13
2309,moneda,4,6
2310,presentadas,4,11
2311,establecen,4,10
2312,podían,4,6
2313,tratar,4,6
2314,demandas,4,8
2315,celebre,4,7
2316,legislativas,4,12
2317,disponible,4,10
2318,disponer,4,8
2319,transferir,4,10
2320,oiea,4,4
2321,industrializados,4,16
2322,hacen,4,5
2323,hacerlo,4,7
2324,arbitraje,4,9
2325,gatt,4,4
2326,repúblicas,4,10
2327,bilateral,4,9
2328,firmaron,4,8
2329,pequeña,4,7
2330,equitativo,4,10
2331,depende,4,7
2332,tienden,4,7
2333,remoción,4,8
2334,reservas,4,8
2335,carrera,4,7
2336,redacción,4,9
2337,antiguas,4,8
2338,numerosas,4,9
2339,palabra,4,7
2340,mitad,4,5
2341,entonces,4,8
2342,contraídas,4,10
2343,deseos,4,6
2344,cómo,4,4
2345,facultad,4,8
2346,saldo,4,5
2347,referéndum,4,10
2348,limitación,4,10
2349,castigo,4,7
2350,vías,4,4
2351,individuales,4,12
2352,terceros,4,8
2353,agente,4,6
2354,mejoras,4,7
2355,término,4,7
2356,vínculo,4,7
2357,fenómeno,4,8
2358,titulada,4,8
2359,masa,4,4
2360,existía,4,7
2361,seguras,4,7
2362,post,4,4
2363,mónaco,4,6
2364,cespap,4,6
2365,previstos,4,9
2366,cierto,4,6
2367,declara,4,7
2368,proporcionara,4,13
2369,jerusalem,4,9
2370,regreso,4,7
2371,distinción,4,10
2372,facilidades,4,11
2373,ocupa,4,5
2374,oops,4,4
2375,inmunidades,4,11
2376,abierta,4,7
2377,respectivos,4,11
2378,medianas,4,8
2379,periódico,4,9
2380,hombre,4,6
2381,mando,4,5
2382,impedidos,4,9
2383,pleno,4,5
2384,sugiere,4,7
2385,vistas,4,6
2386,reflexión,4,9
2387,étnicas,4,7
2388,ministerial,4,11
2389,reglas,4,6
2390,creemos,4,7
2391,solicitar,4,9
2392,concesión,4,9
2393,respectivas,4,11
2394,programación,4,12
2395,movimientos,3,11
2396,comunitaria,3,11
2397,convicción,3,10
2398,disminuir,3,9
2399,permitido,3,9
2400,sufren,3,6
2401,revisar,3,7
2402,desempeñando,3,12
2403,rights,3,6
2404,pertenecientes,3,14
2405,cargos,3,6
2406,entró,3,5
2407,inclusión,3,9
2408,perspectiva,3,11
2409,constructiva,3,12
2410,unamir,3,6
2411,residencia,3,10
2412,efectuó,3,7
2413,continuado,3,10
2414,alianza,3,7
2415,consejeros,3,10
2416,subrayando,3,10
2417,vinculadas,3,10
2418,contribuyen,3,11
2419,directivo,3,9
2420,brevedad,3,8
2421,v,3,1
2422,sometido,3,8
2423,impulso,3,7
2424,ong,3,3
2425,artes,3,5
2426,gente,3,5
2427,atentado,3,8
2428,migraciones,3,11
2429,nuevamente,3,10
2430,apliquen,3,8
2431,colocación,3,10
2432,tomen,3,5
2433,ubicación,3,9
2434,dan,3,3
2435,pida,3,4
2436,podrán,3,6
2437,administrar,3,11
2438,desafíos,3,8
2439,reasignación,3,12
2440,mal,3,3
2441,menudo,3,6
2442,lesionado,3,9
2443,obliga,3,6
2444,estadística,3,11
2445,sanción,3,7
2446,periódicas,3,10
2447,plantilla,3,9
2448,tecnológico,3,11
2449,simplemente,3,11
2450,demográficas,3,12
2451,posterior,3,9
2452,cumplido,3,8
2453,adelanto,3,8
2454,inversión,3,9
2455,industria,3,9
2456,separación,3,10
2457,abarcan,3,7
2458,caledonia,3,9
2459,urbano,3,6
2460,recomendados,3,12
2461,capacidades,3,11
2462,contienen,3,9
2463,inalienables,3,12
2464,educadores,3,10
2465,invitación,3,10
2466,gibraltar,3,9
2467,vulnerables,3,11
2468,saneamiento,3,11
2469,infra,3,5
2470,prejuicios,3,10
2471,metodología,3,11
2472,indemnizaciones,3,15
2473,conviene,3,8
2474,reposición,3,10
2475,eficiente,3,9
2476,human,3,5
2477,realmente,3,9
2478,facultades,3,10
2479,socioeconómicas,3,15
2480,estimados,3,9
2481,seguro,3,6
2482,annual,3,6
2483,difíciles,3,9
2484,apropiada,3,9
2485,incluyó,3,7
2486,tendrían,3,8
2487,regímenes,3,9
2488,almacenamiento,3,14
2489,diez,3,4
2490,consagra,3,8
2491,adquirir,3,8
2492,observar,3,8
2493,inmediatamente,3,14
2494,dotación,3,8
2495,tratarse,3,8
2496,garantizan,3,10
2497,identidad,3,9
2498,permita,3,7
2499,firmemente,3,10
2500,mínimas,3,7
2501,contribuido,3,11
2502,contenidos,3,10
2503,índices,3,7
2504,cuadros,3,7
2505,autores,3,7
2506,haberse,3,7
2507,registrada,3,10
2508,presentan,3,9
2509,pendientes,3,10
2510,ordenar,3,7
2511,pues,3,4
2512,orientados,3,10
2513,corto,3,5
2514,significativa,3,13
2515,trataba,3,7
2516,manuales,3,8
2517,reglamentaciones,3,16
2518,flagelo,3,7
2519,washington,3,10
2520,norma,3,5
2521,disponibles,3,11
2522,pone,3,4
2523,cultivos,3,8
2524,manteniendo,3,11
2525,serbios,3,7
2526,exportaciones,3,13
2527,neutral,3,7
2528,operacional,3,11
2529,armados,3,7
2530,enérgicamente,3,13
2531,condena,3,7
2532,agencia,3,7
2533,persistencia,3,12
2534,cap,3,3
2535,examinará,3,9
2536,atribuirse,3,10
2537,adquisiciones,3,13
2538,lleva,3,5
2539,presentados,3,11
2540,encargada,3,9
2541,autonomía,3,9
2542,guarda,3,6
2543,quedó,3,5
2544,blanqueo,3,8
2545,cierre,3,6
2546,cuál,3,4
2547,turista,3,7
2548,cuota,3,5
2549,acompañado,3,10
2550,orientado,3,9
2551,suministros,3,11
2552,futuros,3,7
2553,comprenden,3,10
2554,positivas,3,9
2555,fronteras,3,9
2556,inclusive,3,9
2557,podido,3,6
2558,reconstruir,3,11
2559,convenidos,3,10
2560,agencias,3,8
2561,quisiera,3,8
2562,aplicarán,3,9
2563,oportuno,3,8
2564,secc,3,4
2565,oms,3,3
2566,retirada,3,8
2567,consideren,3,10
2568,desafío,3,7
2569,muestras,3,8
2570,ciclo,3,5
2571,emisiones,3,9
2572,nacionalidades,3,14
2573,mejores,3,7
2574,vínculos,3,8
2575,reclamaciones,3,13
2576,solo,3,4
2577,espaciales,3,10
2578,suerte,3,6
2579,siguiera,3,8
2580,responder,3,9
2581,todavía,3,7
2582,coalition,3,9
2583,lamenta,3,7
2584,reconociendo,3,12
2585,apreciable,3,10
2586,delegados,3,9
2587,procesamiento,3,13
